pairIdx	entry	syn	pressure_entry	syns_WordNet	WNpressure_entry	WNsenses_entry	WNsenses_syn	syns_WNExt	WNExt_word	DiachrD_entry	DiachrD_syn	DiachrDG_entry	DiachrDG_syn	DiachrDG_pair_avg	DiachrDG_pair_avgstd	FO_entry	FO_syn	FE_entry	FE_syn	EnoughFreq	FGO_entry	FGO_syn	FGE_entry	FGE_syn	FEv_entry	FEv_syn	Lev	SDO	SDE	Div	SDGO	SDGE	Dec_avg	Dec_avgstd
265	clear	obvious	19	False	16	17	1	False		0.6928104575163399	0.7096774193548387					3005	535	4339	1541	True	4	3	4	4	0	1	7	0.70115099	0.55331299	-0.14783800000000002	mid	close	LPC	LPC
266	clear	translucent	19	False	16	17	1	False		0.6928104575163399	0.7951807228915663					3005	42	4339	162	True	4	0	4	1	0	1	9	0.83834091	0.88806509	0.04972418000000001	mid	mid	LD	LPC
267	clear	unmistakable	19	False	16	17	2	True	apparent	0.6928104575163399	0.8505747126436781		avg	syn		3005	181	4339	138	True	4	1	4	1	0	0	11	0.71417294	0.66581452	-0.04835842000000001	mid	close	LPC	LPC
268	clever	able	17	False	6	3	4	False		0.7261146496815287	0.6754966887417219					592	695	443	217	True	3	3	2	1	-1	-2	5	0.83803649	0.76707808	-0.07095841000000003	mid	mid	LPC	LPC
269	clever	capable	17	False	6	3	5	False		0.7261146496815287	0.8023952095808383					592	955	443	881	True	3	3	2	3	-1	0	6	0.88647026	0.80084069	-0.08562956999999993	far	mid	LPC	LPC
270	clever	happy	17	False	6	3	4	False		0.7261146496815287	0.6394557823129252					592	3733	443	3419	True	3	4	2	4	-1	0	6	0.765752	0.75513511	-0.01061688999999999	mid	mid	LPC	LPC
271	clever	keen	17	False	6	3	5	True	neat	0.7261146496815287	0.7878787878787878					592	868	443	234	True	3	3	2	2	-1	-1	4	0.67642604	0.73390347	0.05747743000000005	mid	mid	LD	LPC
272	clever	sharp	17	False	6	3	12	False		0.7261146496815287	0.7654320987654322					592	1347	443	1534	True	3	4	2	4	-1	0	6	0.87650007	0.8803026	0.0038025300000000817	far	mid	LPC	LPC
273	clever	adroit	17	False	6	3	1	False		0.7261146496815287	0.9583333333333334		avgstd	syn	syn	592	43	443	15	True	3	0	2	0	-1	0	6	0.62947674	0.93494983	0.30547309	mid	far	LD	LD
274	clever	dexterous	17	False	6	3	1	False		0.7261146496815287	0.98989898989899		avgstd	syn	syn	592	22	443	7	False	3	0	2	0	-1	0	7	0.73838268	0.95106073	0.21267805000000006	mid	far	LD	LD
275	clever	ingenious	17	True	6	3	1	True		0.7261146496815287	0.8165680473372781					592	233	443	95	True	3	2	2	1	-1	-1	8	0.55149518	0.49749885	-0.05399632999999998	close	close	LPC	LPC
276	clever	skilful	17	False	6	3	1	True	adept	0.7261146496815287	0.9130434782608696		avg	syn		592	184	443	4	False	3	1	2	0	-1	-1	7	0.59265113	0.75498648	0.16233535	close	mid	LD	LD
277	clever	apt	17	True	6	3	4	True		0.7261146496815287	0.8165680473372781					592	702	443	229	True	3	3	2	2	-1	-1	6	0.85188806	0.73660962	-0.11527843999999998	mid	mid	LPC	LPC
278	clever	intellectual	17	False	6	3	3	False		0.7261146496815287	0.7261146496815287					592	926	443	685	True	3	3	2	3	-1	0	10	0.95650042	1.04433906	0.08783863999999997	far	far	LD	LPC
279	clever	quick	17	False	6	3	6	False		0.7261146496815287	0.7804878048780488					592	1827	443	2185	True	3	4	2	4	-1	0	6	0.71332325	0.66464619	-0.04867705999999994	mid	close	LPC	LPC
280	clever	smart	17	False	6	3	7	True	wise	0.7261146496815287	0.8571428571428572		avg	syn		592	319	443	1252	True	3	2	2	3	-1	1	6	0.64906975	0.54827711	-0.10079263999999999	mid	close	LPC	LPC
281	clever	bright	17	False	6	3	10	False		0.7261146496815287	0.6206896551724138					592	2752	443	2908	True	3	4	2	4	-1	0	6	0.80122385	0.71756015	-0.08366370000000001	mid	mid	LPC	LPC
282	clever	gifted	17	False	6	3	1	False		0.7261146496815287	0.8505747126436781		avg	syn		592	184	443	187	True	3	1	2	1	-1	0	5	0.67350644	0.77771071	0.10420426999999999	mid	mid	LD	LPC
283	clever	intelligent	17	False	6	3	4	False		0.7261146496815287	0.6394557823129252					592	1069	443	552	True	3	4	2	2	-1	-2	9	0.56625026	0.57767119	0.011420929999999996	close	close	LPC	LPC
284	clever	talented	17	False	6	3	1	False		0.7261146496815287	0.7577639751552795					592	41	443	312	True	3	0	2	2	-1	2	5	0.60225033	0.66611762	0.06386729000000002	close	mid	LD	LPC
285	comfortable	agreeable	11	False	8	5	3	False		0.717948717948718	0.7096774193548387					906	595	1379	97	True	3	3	4	1	1	-2	7	0.63524311	0.78422532	0.14898221	mid	mid	LD	LD
286	comfortable	cheery	11	False	8	5	1	False		0.717948717948718	0.9247311827956988		avg	syn		906	175	1379	91	True	3	1	4	1	1	0	9	0.68985121	0.9571705	0.26731929	mid	far	LD	LD
287	comfortable	genial	11	False	8	5	3	False		0.717948717948718	0.9130434782608696		avg	syn		906	276	1379	50	True	3	2	4	0	1	-2	9	0.78530324	0.90502896	0.11972572000000004	mid	mid	LD	LD
288	comfortable	snug	11	False	8	5	4	False		0.717948717948718	0.9247311827956988		avg	syn		906	101	1379	99	True	3	1	4	1	1	0	11	0.5699914	0.81302775	0.24303635	close	mid	LD	LD
289	comfortable	commodious	11	False	8	5	1	False		0.717948717948718	0.9743589743589745		avgstd	syn	syn	906	40	1379	7	False	3	0	4	0	1	0	7	0.57665007	0.83119607	0.25454599999999994	close	mid	LD	LD
290	comfortable	pleasant	11	False	8	5	2	False		0.717948717948718	0.6928104575163399					906	2129	1379	692	True	3	4	4	3	1	-1	10	0.60640122	0.71932476	0.11292354000000004	mid	mid	LD	LD
291	comfortable	contented	11	False	8	5	1	False		0.717948717948718	0.8505747126436781		avg	syn		906	88	1379	43	True	3	1	4	0	1	-1	8	0.66822978	0.68068494	0.01245516000000002	mid	mid	LPC	LPC
292	comfortable	satisfactory	11	False	8	5	2	False		0.717948717948718	0.6928104575163399					906	737	1379	158	True	3	3	4	1	1	-2	11	0.76911802	0.79960898	0.030490960000000067	mid	mid	LD	LPC
293	comfortable	cheerful	11	False	8	5	2	False		0.717948717948718	0.6842105263157895					906	689	1379	296	True	3	3	4	2	1	-1	8	0.67653034	0.65148996	-0.025040379999999973	mid	close	LPC	LPC
294	comfortable	convenient	11	False	8	5	2	True	easy	0.717948717948718	0.6013986013986015					906	393	1379	339	True	3	2	4	2	1	0	9	0.71999686	0.66420596	-0.05579089999999998	mid	close	LPC	LPC
295	comfortable	satisfied	11	False	8	5	2	False		0.717948717948718	0.6842105263157895					906	588	1379	376	True	3	3	4	2	1	-1	11	0.81443183	0.75330652	-0.06112530999999999	mid	mid	LPC	LPC
296	complex	abstruse	13	False	1	2	1	False		0.8023952095808383	0.9847715736040608		avgstd	syn	syn	265	21	1333	11	True	2	0	4	0	2	0	8	0.71518729	0.93383948	0.21865219000000002	mid	far	LD	LD
297	complex	confused	13	False	1	2	5	False		0.8023952095808383	0.7804878048780488					265	233	1333	387	True	2	2	4	2	2	0	5	0.77033881	0.81991411	0.04957529999999999	mid	mid	LD	LPC
298	complex	intricate	13	False	1	2	1	True	complicated	0.8023952095808383	0.8636363636363636		avg	syn		265	105	1333	221	True	2	1	4	2	2	1	9	0.504666	0.61710075	0.11243475000000003	close	close	LD	LD
299	complex	mixed	13	False	1	2	2	False		0.8023952095808383	0.7654320987654322					265	150	1333	383	True	2	1	4	2	2	1	5	0.87283794	0.8953075	0.02246956	far	mid	LPC	LPC
300	complex	complicated	13	True	1	2	1	True		0.8023952095808383	0.7878787878787878					265	261	1333	700	True	2	2	4	3	2	1	5	0.37140939	0.38540014	0.013990749999999996	close	close	LPC	LPC
301	complex	involved	13	False	1	2	5	False		0.8023952095808383	0.8950276243093923		avg	syn		265	295	1333	1396	True	2	2	4	4	2	2	6	0.62695199	0.75091369	0.12396169999999995	mid	mid	LD	LD
302	complex	composite	13	False	1	2	2	False		0.8023952095808383	0.9189189189189187		avg	syn		265	50	1333	82	True	2	0	4	1	2	1	5	0.63181333	0.76067925	0.12886592000000008	mid	mid	LD	LD
303	complex	manifold	13	False	1	2	1	False		0.8023952095808383	0.88268156424581		avg	syn		265	96	1333	20	True	2	1	4	0	2	-1	8	0.72941607	0.77609134	0.046675270000000046	mid	mid	LD	LPC
304	complex	obscure	13	False	1	2	6	False		0.8023952095808383	0.8636363636363636		avg	syn		265	199	1333	222	True	2	2	4	2	2	0	7	0.80171743	0.76857373	-0.0331437	mid	mid	LPC	LPC
305	complex	heterogeneous	13	False	1	2	2	False		0.8023952095808383	0.8439306358381503		avg	syn		265	42	1333	27	True	2	0	4	0	2	0	11	0.5241494	0.71792029	0.19377089000000003	close	mid	LD	LD
306	complex	mingled	13	False	1	2	0	False		0.8023952095808383	0.8304093567251463					265	155	1333	37	True	2	1	4	0	2	-1	5	1.00905043	1.01374703	0.00469659999999994	far	far	LPC	LPC
307	complex	tangled	13	False	1	2	2	False		0.8023952095808383	0.8439306358381503		avg	syn		265	164	1333	210	True	2	1	4	1	2	0	5	0.85468197	0.93377076	0.07908879000000002	mid	far	LD	LPC
308	conscious	certain	6	False	1	3	7	False		0.7951807228915663	0.8095238095238095					1048	6161	569	4483	True	4	4	3	4	-1	0	7	0.86139478	0.77527456	-0.08612022000000008	far	mid	LPC	LPC
309	conscious	cognizant	6	False	1	3	1	False		0.7951807228915663	0.8888888888888888		avg	syn		1048	16	569	19	True	4	0	3	0	-1	0	7	0.78415983	0.78454149	0.00038165999999995037	mid	mid	LPC	LPC
310	conscious	sensible	6	False	1	3	4	False		0.7951807228915663	0.7804878048780488					1048	458	569	328	True	4	3	3	2	-1	-1	6	0.62001566	0.76449917	0.14448351000000004	mid	mid	LD	LD
311	conscious	aware	6	False	1	3	2	False		0.7951807228915663	0.7096774193548387					1048	1033	569	1780	True	4	4	3	4	-1	0	9	0.56539316	0.50777108	-0.05762207999999991	close	close	LPC	LPC
312	conscious	certified	6	False	1	3	3	False		0.7951807228915663	0.7577639751552795					1048	14	569	127	True	4	0	3	1	-1	1	8	1.03804088	1.04649216	0.008451279999999839	far	far	LPC	LPC
313	conscious	sure	6	False	1	3	9	False		0.7951807228915663	0.5714285714285714					1048	5480	569	8746	True	4	4	3	4	-1	0	8	0.816191	0.87955287	0.06336187000000004	mid	mid	LD	LPC
314	continual	ceaseless	12	False	0	2	1	True	perpetual	0.8095238095238095	0.9247311827956988		avg	syn		148	117	93	45	True	1	1	1	0	0	-1	8	0.53649496	0.71241765	0.17592269000000005	close	mid	LD	LD
315	continual	incessant	12	False	0	2	1	True	perpetual	0.8095238095238095	0.8505747126436781		avg	syn		148	154	93	66	True	1	1	1	0	0	-1	8	0.44506053	0.63632932	0.19126878999999997	close	close	LD	LD
316	continual	regular	12	False	0	2	13	False		0.8095238095238095	0.7878787878787878					148	1382	93	1599	True	1	4	1	4	0	0	8	0.86591974	0.84726713	-0.01865261000000007	far	mid	LPC	LPC
317	continual	uninterrupted	12	False	0	2	2	False		0.8095238095238095	0.8571428571428572		avg	syn		148	59	93	45	True	1	0	1	0	0	0	10	0.73622895	0.69386596	-0.04236298999999999	mid	mid	LPC	LPC
318	continual	constant	12	False	0	2	3	True	perpetual	0.8095238095238095	0.8439306358381503		avg	syn		148	1127	93	904	True	1	4	1	3	0	-1	5	0.43166615	0.5980102	0.16634405000000002	close	close	LD	LD
319	continual	invariable	12	False	0	2	1	False		0.8095238095238095	0.9637305699481864		avgstd	syn	syn	148	59	93	13	True	1	0	1	0	0	0	8	0.83259484	0.78064419	-0.05195064999999999	mid	mid	LPC	LPC
320	continual	unbroken	12	False	0	2	5	False		0.8095238095238095	0.8764044943820225		avg	syn		148	282	93	75	True	1	2	1	0	0	-2	8	0.82987723	0.76066412	-0.06921310999999997	mid	mid	LPC	LPC
321	continual	unremitting	12	False	0	2	1	False		0.8095238095238095	0.9528795811518324		avgstd	syn	syn	148	41	93	24	True	1	0	1	0	0	0	10	0.75541974	0.87480908	0.11938934000000001	mid	mid	LD	LD
322	continual	continuous	12	False	0	2	2	False		0.8095238095238095	0.8165680473372781					148	410	93	451	True	1	2	1	2	0	0	3	0.69817179	0.73332563	0.03515383999999999	mid	mid	LD	LPC
323	continual	perpetual	12	False	0	2	2	True	incessant	0.8095238095238095	0.8636363636363636		avg	syn		148	317	93	192	True	1	2	1	1	0	-1	6	0.4933628	0.52612433	0.03276153000000004	close	close	LD	LPC
324	continual	unceasing	12	False	0	2	2	False		0.8095238095238095	0.9690721649484536		avgstd	syn	syn	148	66	93	25	True	1	0	1	0	0	0	8	0.52737497	0.86905002	0.34167505	close	mid	LD	LD
325	continual	unvarying	12	False	0	2	3	False		0.8095238095238095	0.98989898989899		avgstd	syn	syn	148	43	93	7	False	1	0	1	0	0	0	9	0.8009476	0.89683451	0.09588691000000005	mid	mid	LD	LPC
326	criminal	abominable	14	False	5	3	2	False		0.6842105263157895	0.8764044943820225		avg	syn		399	64	686	22	True	2	0	3	0	1	0	5	0.85568008	0.90066323	0.04498315000000008	mid	mid	LD	LPC
327	criminal	immoral	14	False	5	3	2	False		0.6842105263157895	0.7012987012987013					399	83	686	106	True	2	1	3	1	1	0	5	0.68908767	0.7350739	0.045986229999999906	mid	mid	LD	LPC
328	criminal	sinful	14	False	5	3	3	False		0.6842105263157895	0.8235294117647058					399	169	686	58	True	2	1	3	0	1	-1	6	0.85169045	0.92807234	0.07638189000000006	mid	far	LD	LPC
329	criminal	vile	14	False	5	3	2	False		0.6842105263157895	0.8235294117647058					399	185	686	100	True	2	1	3	1	1	0	7	0.8934309	1.00729609	0.11386519000000006	far	far	LD	LD
330	criminal	culpable	14	False	5	3	1	False		0.6842105263157895	0.8571428571428572		avg	syn		399	23	686	8	False	2	0	3	0	1	0	7	0.74204477	0.66866778	-0.07337698999999998	mid	mid	LPC	LPC
331	criminal	guilty	14	False	5	3	2	False		0.6842105263157895	0.7096774193548387					399	727	686	946	True	2	3	3	3	1	0	7	0.5429155	0.61323417	0.07031867000000003	close	close	LD	LPC
332	criminal	unlawful	14	False	5	3	5	False		0.6842105263157895	0.7012987012987013					399	85	686	51	True	2	1	3	0	1	-1	7	0.78194645	0.7232795	-0.058666949999999995	mid	mid	LPC	LPC
333	criminal	wicked	14	False	5	3	5	False		0.6842105263157895	0.7730061349693251					399	598	686	267	True	2	3	3	2	1	-1	7	0.84235886	0.92686996	0.08451109999999995	mid	far	LD	LPC
334	criminal	illegal	14	False	5	3	1	False		0.6842105263157895	0.7012987012987013					399	130	686	741	True	2	1	3	3	1	2	6	0.69804004	0.67626669	-0.021773350000000025	mid	mid	LPC	LPC
335	criminal	vicious	14	True	5	3	4	True		0.6842105263157895	0.8023952095808383					399	251	686	288	True	2	2	3	2	1	0	6	0.79023406	0.84961829	0.05938423000000004	mid	mid	LD	LPC
336	criminal	wrong	14	False	5	3	9	False		0.6842105263157895	0.7804878048780488					399	2078	686	4464	True	2	4	3	4	1	0	6	0.84525426	0.91418708	0.06893282	mid	mid	LD	LPC
337	daily	diurnal	1	False	5	2	2	False		0.8636363636363636	0.8764044943820225	avg	avg	both		1105	9	1500	13	False	4	0	4	0	0	0	6	0.81486887	0.87166738	0.056798510000000024	mid	mid	LD	LPC
338	dark	black	14	True	22	10	14	True		0.6013986013986015	0.5507246376811594					2859	3789	5264	12818	True	4	4	4	4	0	0	3	0.49874867	0.64466949	0.14592081999999995	close	close	LD	LD
339	dark	dusky	14	False	22	10	2	False		0.6013986013986015	0.8700564971751412		avg	syn		2859	268	5264	56	True	4	2	4	0	0	-2	3	0.47955251	0.76499705	0.28544453999999997	close	mid	LD	LD
340	dark	mysterious	14	False	22	10	2	False		0.6013986013986015	0.7261146496815287					2859	767	5264	639	True	4	3	4	3	0	0	9	0.76989776	0.70374306	-0.06615470000000001	mid	mid	LPC	LPC
341	dark	sable	14	False	22	10	1	False		0.6013986013986015	0.8700564971751412		avg	syn		2859	27	5264	30	True	4	0	4	0	0	0	4	0.74082436	0.76670843	0.025884070000000037	mid	mid	LPC	LPC
342	dark	dim	14	False	22	10	5	True	gloomy	0.6013986013986015	0.7261146496815287					2859	676	5264	508	True	4	3	4	2	0	-1	3	0.53055616	0.53376584	0.0032096799999999925	close	close	LPC	LPC
343	dark	gloomy	14	True	22	10	3	True		0.6013986013986015	0.7730061349693251					2859	532	5264	167	True	4	3	4	1	0	-2	6	0.50545793	0.61167742	0.10621948999999997	close	close	LD	LPC
344	dark	obscure	14	True	22	10	6	True		0.6013986013986015	0.8636363636363636		avg	syn		2859	199	5264	222	True	4	2	4	2	0	0	6	0.76134452	0.77296893	0.01162441000000003	mid	mid	LPC	LPC
345	dark	shadowy	14	False	22	10	3	True	dim	0.6013986013986015	0.8764044943820225		avg	syn		2859	298	5264	169	True	4	2	4	1	0	-1	6	0.6381918	0.65682438	0.01863258000000001	mid	close	LPC	LPC
346	dark	dismal	14	True	22	10	1	True		0.6013986013986015	0.8505747126436781		avg	syn		2859	220	5264	143	True	4	2	4	1	0	-1	5	0.64644527	0.77044188	0.12399661000000006	mid	mid	LD	LD
347	dark	opaque	14	False	22	10	2	False		0.6013986013986015	0.7261146496815287					2859	19	5264	146	True	4	0	4	1	0	1	5	0.67982712	0.75457271	0.07474559000000003	mid	mid	LD	LPC
348	dark	shady	14	False	22	10	4	False		0.6013986013986015	0.7804878048780488					2859	98	5264	111	True	4	1	4	1	0	0	4	0.65339146	0.78662977	0.13323830999999997	mid	mid	LD	LD
349	dark	swarthy	14	False	22	10	1	False		0.6013986013986015	0.7730061349693251					2859	102	5264	41	True	4	1	4	0	0	-1	5	0.5764851	0.67982328	0.10333818000000006	close	mid	LD	LPC
350	delicious	dainty	5	False	7	2	3	False		0.8571428571428572	0.9247311827956988	avg	avg	both		355	311	368	57	True	2	2	2	0	0	-2	7	0.66028539	0.86994573	0.20966034	mid	mid	LD	LD
351	delicious	delightful	5	True	7	2	1	True		0.8571428571428572	0.6301369863013699	avg		entry		355	819	368	162	True	2	3	2	1	0	-2	5	0.54151125	0.58879631	0.04728505999999999	close	close	LD	LPC
352	delicious	exquisite	5	False	7	2	4	True	delightful	0.8571428571428572	0.8095238095238095	avg		entry		355	516	368	210	True	2	3	2	1	0	-2	8	0.66716535	0.62062554	-0.04653980999999996	mid	close	LPC	LPC
353	delightful	acceptable	12	False	1	1	4	False		0.6301369863013699	0.8636363636363636		avg	syn		819	170	162	426	True	3	1	1	2	-2	1	9	0.79921276	0.99115827	0.19194551000000004	mid	far	LD	LD
354	delightful	delicious	12	True	1	1	2	True		0.6301369863013699	0.8571428571428572		avg	syn		819	355	162	368	True	3	2	1	2	-2	0	5	0.54151125	0.58879631	0.04728505999999999	close	close	LD	LPC
355	delightful	pleasant	12	False	1	1	2	True	delicious	0.6301369863013699	0.6928104575163399					819	2129	162	692	True	3	4	1	3	-2	-1	9	0.39830537	0.47015716	0.07185179000000003	close	close	LD	LPC
356	delightful	refreshing	12	False	1	1	2	False		0.6301369863013699	0.8571428571428572		avg	syn		819	135	162	120	True	3	1	1	1	-2	0	9	0.54054682	0.67250644	0.13195962000000006	close	mid	LD	LD
357	delightful	agreeable	12	False	1	1	3	True	delicious	0.6301369863013699	0.7096774193548387					819	595	162	97	True	3	3	1	1	-2	-2	10	0.44559899	0.55247204	0.10687305000000008	close	close	LD	LPC
358	delightful	grateful	12	False	1	1	2	False		0.6301369863013699	0.717948717948718					819	677	162	618	True	3	3	1	3	-2	0	7	0.78200183	0.80500592	0.023004090000000033	mid	mid	LPC	LPC
359	delightful	pleasing	12	False	1	1	2	True	delicious	0.6301369863013699	0.7951807228915663					819	312	162	122	True	3	2	1	1	-2	-1	9	0.54758984	0.6154607	0.06787085999999998	close	close	LD	LPC
360	delightful	satisfying	12	False	1	1	2	False		0.6301369863013699	0.8700564971751412		avg	syn		819	63	162	238	True	3	0	1	2	-2	2	9	0.84259415	0.77654707	-0.06604708000000004	mid	mid	LPC	LPC
361	delightful	congenial	12	False	1	1	2	False		0.6301369863013699	0.9743589743589745		avgstd	syn	syn	819	138	162	36	True	3	1	1	0	-2	-1	8	0.74768652	0.73022016	-0.017466360000000014	mid	mid	LPC	LPC
362	delightful	gratifying	12	False	1	1	2	True	enjoyable	0.6301369863013699	0.8235294117647058					819	126	162	65	True	3	1	1	0	-2	-1	10	0.67868318	0.67092215	-0.007761030000000058	mid	mid	LPC	LPC
363	delightful	pleasurable	12	False	1	1	1	False		0.6301369863013699	0.9189189189189187		avg	syn		819	52	162	65	True	3	0	1	0	-2	0	10	0.76211835	0.79370907	0.03159071999999996	mid	mid	LD	LPC
364	delightful	welcome	12	False	1	1	1	False		0.6301369863013699	0.6666666666666667					819	438	162	457	True	3	2	1	2	-2	0	8	0.73408825	0.67833734	-0.05575090999999999	mid	mid	LPC	LPC
365	difficult	arduous	7	False	2	2	3	True	hard	0.6111111111111112	0.8165680473372781					2054	106	3391	62	True	4	1	4	0	0	-1	8	0.69951859	0.6589163	-0.04060229000000004	mid	close	LPC	LPC
366	difficult	hard	7	True	2	2	12	True		0.6111111111111112	0.7730061349693251					2054	2752	3391	5624	True	4	4	4	4	0	0	9	0.64099506	0.59141552	-0.04957953999999998	mid	close	LPC	LPC
367	difficult	onerous	7	False	2	2	1	False		0.6111111111111112	0.9189189189189187		avg	syn		2054	31	3391	42	True	4	0	4	0	0	0	8	0.72470296	0.84383294	0.11912997999999997	mid	mid	LD	LD
368	difficult	exhausting	7	False	2	2	2	False		0.6111111111111112	0.8950276243093923		avg	syn		2054	38	3391	55	True	4	0	4	0	0	0	10	0.86862593	0.87499736	0.006371429999999956	far	mid	LPC	LPC
369	difficult	laborious	7	False	2	2	1	True	hard	0.6111111111111112	0.8700564971751412		avg	syn		2054	140	3391	29	True	4	1	4	0	0	-1	8	0.72206133	0.67692591	-0.045135419999999926	mid	mid	LPC	LPC
370	difficult	severe	7	False	2	2	6	False		0.6111111111111112	0.7577639751552795					2054	871	3391	826	True	4	3	4	3	0	0	9	0.92074661	0.79922333	-0.12152328000000001	far	mid	LPC	LPC
371	docile	amenable	10	False	2	3	4	False		0.8571428571428572	0.9189189189189187	avg	avg	both		29	39	30	36	True	0	0	0	0	0	0	6	0.85779806	0.92219749	0.06439942999999992	mid	mid	LD	LPC
372	docile	obedient	10	False	2	3	1	False		0.8571428571428572	0.75	avg		entry		29	183	30	75	True	0	1	0	0	0	-1	7	0.64505292	0.68676259	0.04170966999999992	mid	mid	LD	LPC
373	docile	submissive	10	False	2	3	2	False		0.8571428571428572	0.8764044943820225	avg	avg	both		29	51	30	33	True	0	0	0	0	0	0	8	0.54624269	0.67363809	0.12739539999999994	close	mid	LD	LD
374	docile	gentle	10	True	2	3	7	True		0.8571428571428572	0.6206896551724138	avg		entry		29	1365	30	853	True	0	4	0	3	0	-1	4	0.63233839	0.72046697	0.08812858000000001	mid	mid	LD	LPC
375	docile	pliable	10	False	2	3	4	False		0.8571428571428572	0.8950276243093923	avg	avg	both		29	32	30	29	True	0	0	0	0	0	0	5	0.75863491	0.74514732	-0.013487590000000105	mid	mid	LPC	LPC
376	docile	tame	10	False	2	3	4	False		0.8571428571428572	0.8764044943820225	avg	avg	both		29	130	30	89	True	0	1	0	1	0	0	5	0.65222177	0.79354625	0.14132447999999997	mid	mid	LD	LD
377	dogmatic	arrogant	9	False	1	3	1	False		0.9304812834224598	0.7421383647798743	avg		entry		66	56	29	225	True	0	0	0	2	0	2	7	0.73160018	0.80980933	0.07820914999999995	mid	mid	LD	LPC
378	dogmatic	doctrinal	9	False	1	3	1	False		0.9304812834224598	0.8636363636363636	avg	avg	both		66	34	29	91	True	0	0	0	1	0	1	7	0.70581785	0.81344622	0.10762837000000003	mid	mid	LD	LPC
379	dogmatic	positive	9	False	1	3	11	False		0.9304812834224598	0.9010989010989012	avg	avg	both		66	944	29	1219	True	0	3	0	3	0	0	6	0.80894705	0.95285103	0.14390398000000004	mid	far	LD	LD
380	dogmatic	authoritative	9	False	1	3	3	False		0.9304812834224598	0.8439306358381503	avg	avg	both		66	106	29	92	True	0	1	0	1	0	0	9	0.85911796	0.84690056	-0.012217399999999934	mid	mid	LPC	LPC
381	dogmatic	imperious	9	False	1	3	1	False		0.9304812834224598	0.9361702127659576	avg	avgstd	both	syn	66	121	29	57	True	0	1	0	0	0	-1	9	0.87421079	0.92161982	0.04740902999999996	far	mid	LD	LPC
382	dogmatic	overbearing	9	False	1	3	2	False		0.9304812834224598	0.941798941798942	avg	avgstd	both	syn	66	27	29	27	True	0	0	0	0	0	0	9	0.80507802	0.7954401	-0.009637919999999967	mid	mid	LPC	LPC
383	dogmatic	systematic	9	False	1	3	2	False		0.9304812834224598	0.7421383647798743	avg		entry		66	190	29	201	True	0	2	0	1	0	-1	5	0.77522209	0.84298667	0.06776458000000007	mid	mid	LD	LPC
384	eager	animated	17	False	0	1	2	False		0.7341772151898734	0.8764044943820225		avg	syn		1228	155	862	230	True	4	1	3	2	-1	1	6	0.71697504	0.72876322	0.011788180000000037	mid	mid	LPC	LPC
385	eager	desirous	17	False	0	1	1	False		0.7341772151898734	0.8304093567251463					1228	162	862	8	False	4	1	3	0	-1	-1	7	0.6503873	0.75196196	0.10157466000000004	mid	mid	LD	LPC
386	eager	glowing	17	False	0	1	1	False		0.7341772151898734	0.7654320987654322					1228	271	862	300	True	4	2	3	2	-1	0	7	0.79228019	0.87024279	0.07796259999999999	mid	mid	LD	LPC
387	eager	importunate	17	False	0	1	1	False		0.7341772151898734	0.9528795811518324		avgstd	syn	syn	1228	28	862	3	False	4	0	3	0	-1	0	10	0.78363525	0.90846353	0.12482828000000001	mid	mid	LD	LD
388	eager	anxious	17	False	0	1	2	False		0.7341772151898734	0.6666666666666667					1228	1609	862	610	True	4	4	3	3	-1	-1	7	0.43379062	0.38501851	-0.048772110000000035	close	close	LPC	LPC
389	eager	earnest	17	False	0	1	3	False		0.7341772151898734	0.7730061349693251					1228	1198	862	256	True	4	4	3	2	-1	-2	4	0.63045578	0.68504654	0.05459075999999996	mid	mid	LD	LPC
390	eager	hot	17	False	0	1	21	False		0.7341772151898734	0.6206896551724138					1228	1608	862	4687	True	4	4	3	4	-1	0	5	0.91917618	0.87867717	-0.04049901	far	mid	LPC	LPC
391	eager	intense	17	False	0	1	3	False		0.7341772151898734	0.7804878048780488					1228	798	862	936	True	4	3	3	3	-1	0	6	0.74610295	0.82867919	0.08257623999999997	mid	mid	LD	LPC
392	eager	vehement	17	False	0	1	2	False		0.7341772151898734	0.8636363636363636		avg	syn		1228	110	862	20	True	4	1	3	0	-1	-1	6	0.6812923	0.83686625	0.15557395000000007	mid	mid	LD	LD
393	eager	ardent	17	False	0	1	3	False		0.7341772151898734	0.7878787878787878					1228	367	862	98	True	4	2	3	1	-1	-1	5	0.66182417	0.67436188	0.012537709999999924	mid	mid	LPC	LPC
394	eager	enthusiastic	17	False	0	1	1	False		0.7341772151898734	0.7878787878787878					1228	339	862	283	True	4	2	3	2	-1	0	10	0.66370749	0.62035105	-0.04335643999999994	mid	close	LPC	LPC
395	eager	impatient	17	False	0	1	2	False		0.7341772151898734	0.8023952095808383					1228	420	862	328	True	4	2	3	2	-1	0	7	0.59297877	0.58528016	-0.007698609999999939	close	close	LPC	LPC
396	eager	burning	17	False	0	1	1	False		0.7341772151898734	0.75					1228	629	862	648	True	4	3	3	3	-1	0	7	0.90597628	0.9544351	0.048458820000000014	far	far	LD	LPC
397	eager	fervent	17	False	0	1	2	False		0.7341772151898734	0.8165680473372781					1228	102	862	58	True	4	1	3	0	-1	-1	5	0.77616755	0.84517698	0.06900942999999993	mid	mid	LD	LPC
